makine_turu,calisma_saati,genel_bakim_periyodu_saat,sicaklik_durumu,titresim_hissi,yag_seviyesi,genel_durum,sizinti_durumu,kablo_hasar_durumu,hidrolik_yag_durumu,rezistans_kokusu,bor_yag_rengi,spindle_titresim,alt_su_tahliye,mercek_temizligi,kaynak_torcu,kablo_sarmali,isik_bariyeri,sizma_kontrolu,termal_gozlem,sogutma_suyu,teflon_kontrolu,fotosel_algilama,Hedef_Ariza_Tipi,Hedef_Gercek_Yipranma
Paketleme ve Lojistik,2374,8000,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,79.4
Yardımcı Tesis,4290,6000,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,87.22
Kalite Kontrol,1515,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,30.3
Sac ve Şekillendirme,3311,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,55.18
Yardımcı Tesis,665,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,11.08
Talaşlı İmalat,355,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,8.88
Kalite Kontrol,276,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,6.9
Sac ve Şekillendirme,5137,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,85.62
Yardımcı Tesis,1121,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,18.68
Kalite Kontrol,2799,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,55.98
Plastik ve Enjeksiyon,4335,4000,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,5467,8000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,73.07
Kalite Kontrol,4146,5000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,5144,5000,2,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Talaşlı İmalat,3493,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,69.86
Kalite Kontrol,6312,6000,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Yardımcı Tesis,4128,4000,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Talaşlı İmalat,2061,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,25.76
Sac ve Şekillendirme,1346,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,26.92
Yardımcı Tesis,2424,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,48.48
Paketleme ve Lojistik,323,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,5.38
Otomasyon ve Robotik,3628,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,45.35
Kalite Kontrol,6314,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,78.92
Plastik ve Enjeksiyon,4320,4000,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,5043,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,63.04
Otomasyon ve Robotik,215,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,3.58
Kalite Kontrol,4048,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,2603,4000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,71.0
Kalite Kontrol,4040,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,50.5
Otomasyon ve Robotik,3924,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,78.48
Sac ve Şekillendirme,3064,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,80.07
Döküm ve Isıl İşlem,5054,5000,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,HDF,100.0
Kalite Kontrol,6348,6000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,7544,8000,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,100.0
Otomasyon ve Robotik,2442,4000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Otomasyon ve Robotik,3580,8000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,66.03
Otomasyon ve Robotik,2592,4000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,68.95
Sac ve Şekillendirme,3470,5000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,92.36
Sac ve Şekillendirme,497,4000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,57.41
Plastik ve Enjeksiyon,8034,8000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,4449,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,74.15
Kalite Kontrol,5151,6000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,2586,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,51.72
Döküm ve Isıl İşlem,6639,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Yok,82.99
Sac ve Şekillendirme,8759,8000,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Yardımcı Tesis,1446,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,28.92
Talaşlı İmalat,1166,6000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Yok,19.43
Paketleme ve Lojistik,1871,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,46.77
Sac ve Şekillendirme,4120,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,68.67
Yardımcı Tesis,6663,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,83.29
Paketleme ve Lojistik,3965,8000,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,74.93
Paketleme ve Lojistik,5471,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,4267,4000,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,100.0
Talaşlı İmalat,650,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,10.83
Plastik ve Enjeksiyon,674,5000,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,13.48
Döküm ve Isıl İşlem,1237,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,24.74
Sac ve Şekillendirme,2936,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,73.4
Yardımcı Tesis,3575,5000,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Yok,71.5
Otomasyon ve Robotik,5915,6000,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Sac ve Şekillendirme,5160,6000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Kalite Kontrol,5593,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,69.91
Plastik ve Enjeksiyon,4972,5000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,3920,5000,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,90.57
Otomasyon ve Robotik,2888,4000,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,96.28
Yardımcı Tesis,5234,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,87.23
Döküm ve Isıl İşlem,6526,6000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Döküm ve Isıl İşlem,2840,8000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,40.22
Paketleme ve Lojistik,4933,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,98.66
Plastik ve Enjeksiyon,1741,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,34.82
Döküm ve Isıl İşlem,3552,4000,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,2967,5000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yok,59.34
Otomasyon ve Robotik,5088,5000,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Sac ve Şekillendirme,2373,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,47.46
Kalite Kontrol,4003,4000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,7035,8000,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,1630,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,32.6
Sac ve Şekillendirme,1606,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,26.77
Döküm ve Isıl İşlem,3825,4000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,HDF,100.0
Yardımcı Tesis,3478,8000,2,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OSF,65.66
Talaşlı İmalat,562,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,7.03
Yardımcı Tesis,7813,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,97.66
Döküm ve Isıl İşlem,4352,4000,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,TWF,100.0
Plastik ve Enjeksiyon,6542,6000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,5896,6000,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,6139,6000,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Döküm ve Isıl İşlem,3826,6000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,PWF,100.0
Plastik ve Enjeksiyon,52,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,1.04
Sac ve Şekillendirme,7781,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,97.26
Talaşlı İmalat,1008,4000,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,44.82
Kalite Kontrol,4719,5000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,97.98
Döküm ve Isıl İşlem,3920,4000,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Döküm ve Isıl İşlem,1303,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,26.06
Yardımcı Tesis,4906,8000,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,94.64
Sac ve Şekillendirme,1877,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,37.54
Plastik ve Enjeksiyon,2026,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,25.32
Sac ve Şekillendirme,4259,5000,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,87.57
Paketleme ve Lojistik,701,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,17.52
Plastik ve Enjeksiyon,6043,6000,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Kalite Kontrol,3524,4000,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,97.46
Kalite Kontrol,1401,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,17.51
Talaşlı İmalat,691,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,13.82
Döküm ve Isıl İşlem,3474,8000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,47.21
Yardımcı Tesis,556,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,9.27
Kalite Kontrol,6390,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,6584,8000,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,82.3
Kalite Kontrol,8392,8000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,100.0
Sac ve Şekillendirme,923,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,15.38
Paketleme ve Lojistik,4339,6000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,80.18
Otomasyon ve Robotik,3302,6000,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,55.03
Talaşlı İmalat,918,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,15.3
Plastik ve Enjeksiyon,1255,4000,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yok,36.67
Döküm ve Isıl İşlem,292,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,4.87
Talaşlı İmalat,4481,5000,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Paketleme ve Lojistik,631,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,7.89
Yardımcı Tesis,1450,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,24.17
Otomasyon ve Robotik,4468,5000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,94.59
Otomasyon ve Robotik,509,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,8.48
Döküm ve Isıl İşlem,4941,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,61.76
Kalite Kontrol,5544,6000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Paketleme ve Lojistik,4185,8000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,67.5
Döküm ve Isıl İşlem,3170,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,Yok,66.58
Yardımcı Tesis,3115,5000,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,67.01
Otomasyon ve Robotik,5051,5000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,1329,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,16.61
Plastik ve Enjeksiyon,1835,6000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yok,30.58
Plastik ve Enjeksiyon,8276,8000,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,4310,6000,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,5327,6000,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,93.77
Kalite Kontrol,2023,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,33.72
Yardımcı Tesis,1938,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,48.45
Yardımcı Tesis,3760,6000,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,90.96
Paketleme ve Lojistik,3333,4000,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,85.46
Talaşlı İmalat,1692,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,28.2
Yardımcı Tesis,7719,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,96.49
Kalite Kontrol,3808,6000,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Kalite Kontrol,4211,4000,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Döküm ve Isıl İşlem,5967,6000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PWF,100.0
Kalite Kontrol,2530,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,42.17
Döküm ve Isıl İşlem,4457,6000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yok,84.48
Talaşlı İmalat,2995,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,49.92
Kalite Kontrol,6278,6000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,4708,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,94.16
Plastik ve Enjeksiyon,2280,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,57.0
Talaşlı İmalat,1163,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,29.07
Yardımcı Tesis,6252,8000,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,HDF,99.25
Talaşlı İmalat,4676,5000,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,8329,8000,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,100.0
Kalite Kontrol,6386,6000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,5866,8000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,73.32
Kalite Kontrol,6256,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,78.2
Yardımcı Tesis,635,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,7.94
Döküm ve Isıl İşlem,4071,4000,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,OSF,100.0
Plastik ve Enjeksiyon,6154,6000,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,1403,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,23.38
Sac ve Şekillendirme,1262,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,25.24
Talaşlı İmalat,4816,6000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,83.23
Kalite Kontrol,5956,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,74.45
Talaşlı İmalat,3949,5000,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,100.0
Kalite Kontrol,2659,6000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,61.77
Döküm ve Isıl İşlem,522,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,10.44
Yardımcı Tesis,5315,5000,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,100.0
Döküm ve Isıl İşlem,896,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Yok,48.95
Döküm ve Isıl İşlem,2927,5000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yok,78.15
Yardımcı Tesis,3657,6000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,64.97
Kalite Kontrol,5305,6000,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Talaşlı İmalat,3975,6000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Yok,66.25
Döküm ve Isıl İşlem,1965,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,24.56
Döküm ve Isıl İşlem,3182,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,53.03
Kalite Kontrol,3871,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,64.52
Talaşlı İmalat,3953,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,49.41
Paketleme ve Lojistik,8445,8000,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Plastik ve Enjeksiyon,3286,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,65.72
Yardımcı Tesis,281,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,7.03
Sac ve Şekillendirme,1439,8000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,21.85
Paketleme ve Lojistik,3718,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,61.97
Yardımcı Tesis,2811,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,70.28
Kalite Kontrol,8761,8000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,804,6000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,13.4
Sac ve Şekillendirme,867,5000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,21.83
Paketleme ve Lojistik,1594,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.93
Döküm ve Isıl İşlem,2223,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yok,37.05
Otomasyon ve Robotik,2802,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,46.7
Sac ve Şekillendirme,2619,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,32.74
Yardımcı Tesis,1212,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,24.24
Talaşlı İmalat,5637,6000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yok,93.95
Plastik ve Enjeksiyon,4032,4000,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,358,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,4.47
Sac ve Şekillendirme,5393,8000,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,67.41
Talaşlı İmalat,98,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,1.96
Talaşlı İmalat,3141,4000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,78.53
Döküm ve Isıl İşlem,1532,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,38.3
Kalite Kontrol,4355,4000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,261,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,3.26
Yardımcı Tesis,1829,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,36.58
Talaşlı İmalat,6566,6000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,805,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,20.12
Döküm ve Isıl İşlem,2095,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,26.19
Döküm ve Isıl İşlem,1386,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,23.1
Talaşlı İmalat,3161,4000,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yok,84.79
Kalite Kontrol,4631,6000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,79.55
Yardımcı Tesis,1993,6000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,57.52
Otomasyon ve Robotik,3707,8000,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,46.34
Kalite Kontrol,3104,4000,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,92.24
Sac ve Şekillendirme,531,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,6.64
Talaşlı İmalat,4003,4000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,4273,4000,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,TWF,100.0
Yardımcı Tesis,3075,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,76.88
